province_id,circuito_key,n_voters,area_km2,density
1,1,10284,0.7351858000333447,13988.300643910105
1,10,10999,0.5729278938815542,19197.878332441443
1,100,13963,1.200502381237468,11630.964018252971
1,101,16908,2.310754458375248,7317.090718452387
1,102,13048,1.4572244603912532,8954.008359492344
1,103,12418,1.3823253869818262,8983.413107324537
1,104,12189,1.0868273057320919,11215.213250268343
1,105,18483,1.632702378364123,11320.495544643562
1,106,11291,1.1492837331779908,9824.379893360372
1,107,19061,1.5084706511628798,12635.976699517407
1,108,11671,1.028447961338669,11348.167762235204
1,109,18706,1.4578310737212448,12831.390644082825
1,11,11912,0.5714733314804814,20844.367258819064
1,110,9642,0.8509416826855607,11330.976253942545
1,111,11241,0.9915855327752257,11336.38967940462
1,112,8230,0.5614372853494104,14658.805559873104
1,113,12554,1.1088657131781505,11321.47910319874
1,114,16836,1.1220936737295737,15004.094929116856
1,115,11916,0.9482415847438199,12566.417874638208
1,116,17204,1.2920085315879117,13315.701544831009
1,117,18078,1.366244734318027,13231.889972497343
1,118,14414,0.8805470122812995,16369.370174406207
1,119,17712,1.274061022414241,13902.002877724974
1,12,10491,0.5479018809565892,19147.588947283086
1,120,18976,1.6771382365519953,11314.511580758237
1,121,15129,1.6777942329278388,9017.196330207371
1,122,13571,1.6407571622464117,8271.181325467762
1,123,14307,1.6377339410970606,8735.851191077008
1,124,16177,1.8004017714811742,8985.216664551119
1,125,21641,1.6218738782127746,13343.207687546777
1,126,17663,1.442482810846531,12244.859950625232
1,127,24579,1.2336119555101257,19924.417796223483
1,128,20242,1.4316272169993596,14139.15561232939
1,129,26438,1.538538290896428,17183.84271385012
1,13,11662,0.5300785754314356,22000.5118873333
1,130,17929,1.3267251248814855,13513.726139468092
1,131,5617,2.0497018856226448,2740.3985132665794
1,132,20271,2.0764612776982143,9762.281732732661
1,133,20343,1.612137625751449,12618.64972013027
1,134,8786,1.654203674590705,5311.316940565916
1,135,12185,1.4885240015949923,8185.9613865436195
1,136,14610,0.729079899095087,20038.955974692915
1,137,13838,0.6394191333875172,21641.516929105623
1,138,28643,0.9204267167214101,31119.26183762603
1,139,18043,0.5448210573130517,33117.29559239957
1,14,5423,0.6710505009183914,8081.358992472474
1,140,8655,0.4832807393852612,17908.84530388954
1,141,14819,4.220478237093268,3511.213461488231
1,142,24964,0.8147496296081791,30640.0875714487
1,143,17644,0.47313092428182324,37292.00332187597
1,144,8016,0.7632022065047798,10503.114288296803
1,145,15007,0.9214431578140759,16286.408849788253
1,146,11254,0.7933872700585703,14184.749900473187
1,147,20067,0.6570334912024857,30541.822096882606
1,148,22430,1.04529451898665,21458.067169188384
1,149,25678,5.526172371679997,4646.615826099123
1,15,8030,0.5308202901093184,15127.530257643848
1,150,12937,2.785759778008339,4643.975443298713
1,151,26447,1.6553950392332395,15976.246982261076
1,152,19739,0.5904430693998594,33430.82681970202
1,153,22825,0.5576145885441632,40933.29060775148
1,154,25935,0.7917769594571545,32755.436603991533
1,155,24089,1.468262186932584,16406.470325525082
1,156,9514,1.0419931814164274,9130.577982350325
1,157,15906,0.8850637097859778,17971.587609039263
1,158,19602,0.7697695258248546,25464.764896993383
1,159,12119,0.7159067610625074,16928.18207501446
1,16,8169,0.3087720936425176,26456.406418183953
1,160,22572,1.0718127750288495,21059.64822017767
1,161,19562,1.1861511020879745,16491.996648289693
1,162,16232,2.310167112310322,7026.3315209984585
1,163,12251,1.2087048802722373,10135.64204129026
1,164,11892,2.022125219432879,5880.941440083125
1,165,19693,1.9208867616862633,10252.0358788419
1,166,16269,1.4349295485530176,11337.838862127868
1,167,12649,2.1992409466116056,5751.529871926244
1,17,11446,0.5487041869992255,20860.055875637332
1,18,7122,0.5687739272755914,12521.671016310731
1,19,11725,0.7517796902881376,15596.324497016023
1,2,9353,0.5422460560054756,17248.627069600214
1,20,7566,2.5390455577111686,2979.859883577826
1,21,13021,0.6597024228243897,19737.687098757466
1,22,15124,0.3947391416606101,38313.91013410916
1,23,19028,0.4597257568198161,41389.89325207157
1,24,12287,0.308406057255048,39840.332934313294
1,25,12338,0.27124503949166395,45486.54612494463
1,26,16100,0.5094260506244779,31604.19452492443
1,27,11814,0.44807653531615715,26366.031400560154
1,28,17148,0.4646482841892724,36905.33374059515
1,29,11314,0.3149519346813732,35922.94173854182
1,3,3344,4.4013506011752215,759.7667859286433
1,30,11018,0.3860729199861429,28538.65016068846
1,31,12242,0.4305803709155707,28431.393595507034
1,32,10581,0.44920074060587034,23555.170424983316
1,33,9509,0.5454976711075356,17431.788445024293
1,34,13408,0.5148796630958934,26041.036306191872
1,35,12018,0.5127563417219722,23438.03288642001
1,36,8127,0.42668826856464137,19046.69192649433
1,37,10357,0.37569804089268466,27567.3516300246
1,38,12021,0.44373540506826087,27090.468469945015
1,39,12436,0.4122335978939623,30167.361572500642
1,4,2582,0.8054526846401818,3205.6507467641645
1,40,9451,0.5137047029693417,18397.72917275403
1,41,17669,0.9698761130513807,18217.790666490986
1,42,15244,0.6335798191806717,24060.109773876837
1,43,11740,1.0855993321759076,10814.30289429994
1,44,8949,0.5555854942794102,16107.331980664434
1,45,7041,1.0783240874857472,6529.576851442693
1,46,6301,1.1572082192536104,5445.001076871103
1,47,20022,2.5839490878916305,7748.604681811638
1,48,13923,2.1466595422537034,6485.891090760822
1,49,11766,2.1366641487024616,5506.714757742893
1,5,13236,3.380662272738625,3915.209190439987
1,50,13629,0.6089142891006081,22382.460461111208
1,51,9787,0.7704726937357149,12702.591642212185
1,52,11693,1.2476344785481575,9372.135990989016
1,53,13929,0.8002520612300354,17405.765851562184
1,54,14995,3.1567120264426753,4750.1957335329025
1,55,9647,1.5376572641664161,6273.829822037594
1,56,9161,1.866803741992854,4907.318211297579
1,57,18390,1.7407895124326664,10564.172100451648
1,58,13806,1.0890341618642079,12677.288264646262
1,59,12525,0.8616173981904508,14536.6145417963
1,6,15005,0.5246337842519948,28600.903049721863
1,60,15322,0.7503049465111988,20421.030237432013
1,61,14625,0.5908318593400403,24753.235237409397
1,62,9912,0.49821959749397066,19894.841651868086
1,63,19171,0.711275620655795,26952.98340511709
1,64,20845,0.6907882554647672,30175.6722629503
1,65,13239,0.4973231515391478,26620.518186268
1,66,12830,0.4944250892310676,25949.330403020773
1,67,19694,0.714049502240464,27580.72085787664
1,68,19405,1.008580527906105,19239.911403293056
1,69,28219,0.9923769489906374,28435.76730465374
1,7,7677,0.2839647053025308,27035.04997855654
1,70,25787,1.049272147889757,24576.08357551614
1,71,30464,0.9697294582040399,31414.947480733434
1,72,13253,0.8324686312746823,15920.119392014694
1,73,17416,1.439933080453952,12095.00652246245
1,74,24032,0.804142794132736,29885.23950639686
1,75,10242,0.8925253963476555,11475.30371898857
1,76,16378,0.956187246823703,17128.44430252027
1,77,13175,1.2336329240318298,10679.83817823272
1,78,10657,0.8871701475736432,12012.35189117471
1,79,13116,1.0214096538042874,12841.07698722922
