ses_var,theta1_pp,se_pp,z,p
nbi,-26.25148150716511,19.47381732902006,-1.3480398354176257,0.17764557055467034
pca_index,-1.1004954047828408,0.6793607360058268,-1.619898452261159,0.10525409239095199
