ses_var,threshold,coef,coef_pp,se,z,p,bw_days,p10,p90
nbi,70,0.021634516247998555,2.1634516247998556,0.16270833383856698,0.13296501622014947,0.8942210477938882,141.90821898286322,0.021087533156498674,0.11577028258887875
pca_index,70,0.0016293807564784152,0.16293807564784152,0.005063825868347737,0.3217687177324014,0.7476279145934671,141.90821898286322,1.103789090732333,4.842286695848428
