cutoff,t_jk,p_jk,is_true_cutoff
-540,-2.6832183875051157,0.00729173572642372,False
-360,-2.8054276516472454,0.005024986071813897,False
-180,8.807603197006948,0.0,False
0,3.1317820880961,0.0017374878328126897,True
180,1.4714628033254464,0.1411659997947361,False
360,0.006790866409006162,0.9945817141826354,False
540,-0.6502840995575295,0.5155087259483546,False
