ses_var,threshold,grad_M_slope_pp,grad_M_slope_se_pp,grad_M_total_pp,grad_M_p,grad_F_slope_pp,grad_F_slope_se_pp,grad_F_total_pp,grad_F_p,grad_gap_slope_pp,grad_gap_slope_se_pp,grad_gap_total_pp,grad_gap_p,cont_bw_d,cont_p10,cont_p90,cont_dtau_M_pp,cont_dtau_M_se_pp,cont_dtau_F_pp,cont_dtau_F_se_pp,cont_dgap_pp,cont_dgap_se_pp
nbi,18,-1.2751608321563956,0.1681612020207177,-11.476447489407562,6.406496136301953e-05,-1.6423041079235687,0.21092198198845993,-14.78073697131212,5.303662896305461e-05,0.37643497983341,0.23477896020618738,3.3879148185006898,0.14752300411051555,47.43233683096086,0.02603624244948969,0.13441722972972972,-7.667525450312943,1.5495223705705161,-10.51268693362846,1.5295032819022532,2.8451614833155183,2.1772459360963747
nbi,70,0.23923382299497759,0.11874469371021745,2.153104406954798,0.07870384233551331,0.09740141870425219,0.18516129686568533,0.8766127683382696,0.6131299791237232,0.15013206388031713,0.20862949580293688,1.3511885749228543,0.49224874812871544,141.90821898286322,0.021087533156498674,0.11577028258887875,1.6309669310033605,1.1183333284914483,1.8358084791033606,1.1254702486793355,-0.2048415481000003,1.586616750912848
pca_index,18,-1.68966709982343,0.36395018384317734,-15.20700389841087,0.001660631338109786,-2.070054338926193,0.31408647430200864,-18.630489050335736,0.00017103482043290263,0.5053083133679627,0.31364116326815594,4.5477748203116635,0.14582275834826253,47.43233683096086,1.5988263874458184,5.108615106677382,-10.861637312260624,1.7491996186576086,-14.724143669533612,1.7510425137737862,3.862506357272988,2.4750452906876803
pca_index,70,0.07803008791596497,0.182584122580056,0.7022707912436847,0.6803836760997908,0.035256993263052976,0.16519692599896674,0.3173129393674768,0.8363348715540397,-0.020517545846300167,0.10555274448929336,-0.1846579126167015,0.8507222136199253,141.90821898286322,1.103789090732333,4.842286695848428,1.2501211503004372,1.3848661203495927,1.859264755892118,1.3374891450745603,-0.6091436055916807,1.925287351146437
